chunk_id,section,type,topic_tags,summary,已出题,题目数量,题目IDs,题目等级分布
COAG2021_FACT_031,（二）出血风险评估,fact,风险评估,<table><tr><td>指标</td><td>0级(无)</td><td>I级(轻)</td><td>II级(中)</td><td>III级(重)</td…,0,0,,
COAG2021_FACT_032,（三）手术时机和手术策略,fact,神经内镜|立体定向|去骨瓣减压|颅内高压|慢性硬膜下血肿,1．符合手术指征，尚未发生脑疝的患者应在积极纠正出凝血功能障碍的同时，做好术前准备，缩短患者等待手术的时间。,0,0,,
COAG2021_REC_007,（四）术中止血策略,recommendation,ICP监测|体温管理|脑出血|止血治疗|手术指征,对符合手术指征的 HDICH患者，应根据病情和 HXHD分级决定手术时机和策略（Ⅱb级推荐，C级证据）。,0,0,,
COAG2021_FACT_033,（四）术中止血策略,fact,体温管理|脑出血|止血治疗|再出血处理,1．术中常见的出血类型及处理方式：包括，（1）动脉性出血：脑出血术中动脉性出血多以小动脉为主，通常需要确切的电凝止血，如果是重要的穿支动脉，压迫止血要特别谨慎。,0,0,,
COAG2021_FACT_034,（四）术中止血策略,fact,体温管理|止血治疗,明胶海绵：能吸收约 45倍于自身重量的血液，体积迅速膨胀而对出血部位产生机械压迫作用是其主要的止血机制。,0,0,,
COAG2021_FACT_035,（四）术中止血策略,fact,ICP监测|止血治疗,关颅时尽量水密缝合或封闭硬膜，采用生理盐水排尽空气，恢复脑脊液对脑组织和血管的缓冲作用，避免术后低ICP。,0,0,,
COAG2021_REC_008,（一）康复治疗,recommendation,脑出血|康复治疗,有功能障碍的 HDICH患者均应接受康复治疗（Ⅰ级推荐，B级证据）。,0,0,,
COAG2021_FACT_036,（一）康复治疗,fact,脑出血|康复治疗|早期康复|预后,目前尚未检索到针对 HDICH患者康复的相关研究。,0,0,,
COAG2021_REC_009,（二）HDICH后重启抗血小板治疗的时机,recommendation,抗血小板治疗|脑出血|动脉瘤|二级预防|复发预防,对于采用支架辅助弹簧圈和血流导向装置治疗的动脉瘤、冠状动脉和颈内动脉支架置入术后的患者，HDICH若发生于术后双联合抗血小板（简称双抗）治疗期间，建议出血 2周…,0,0,,
COAG2021_FACT_037,（二）HDICH后重启抗血小板治疗的时机,fact,血管内治疗|抗血小板治疗|血肿扩大|影像学检查|脑出血,目前为止最大的一项关于 HDICH后重启抗血小板治疗的多中心 RCT（RESTART）共纳入 537例抗血小板相关的 ICH患者，重启抗血小板治疗中位时间为出血…,0,0,,
COAG2021_REC_010,（三）HDICH后重启抗凝治疗的时机,recommendation,血管内治疗|抗凝治疗|脑出血,对于非机械瓣膜 HDICH患者，≥4周重启抗凝治疗（Ⅱb级推荐，B级证据）。,0,0,,
COAG2021_FACT_038,（三）HDICH后重启抗凝治疗的时机,fact,抗凝治疗|脑出血|脑梗死|脑血管病|流行病学,目前大多数研究认为，重启口服抗凝药物不增加再次出血的风险［100－103］ 。,0,0,,
COAG2021_REC_011,（四）重启抗血小板或抗凝治疗前的桥接治疗,recommendation,血管内治疗|肝素相关脑出血|抗凝治疗|抗血小板治疗|脑出血,对于存在栓塞高风险（机械二尖瓣等）的抗血小板或抗凝药物相关 ICH患者，可以在综合评估之后，于出血 6d开始给予低分子肝素桥接治疗（Ⅱb级推荐，C级证据）。,0,0,,
COAG2021_FACT_039,（四）重启抗血小板或抗凝治疗前的桥接治疗,fact,血管内治疗|抗凝治疗|抗血小板治疗|血栓预防|脑出血,目前尚未检索到探讨抗血小板或抗凝药物相关ICH重启抗血小板或抗凝之前的桥接治疗相关研究，如桥接的必要性、时机及方案等。,0,0,,
COAG2021_REC_012,八、HDICH复发和预防,recommendation,抗凝治疗|脑出血|HICH诊断|脑血管病|复发预防,HDICH的复发及预防常规意见请参照 HICH指南［7］ 。,0,0,,
COAG2021_FACT_040,八、HDICH复发和预防,fact,抗凝治疗|抗血小板治疗|脑出血|复发预防|危险因素,如前所述，多数研究发现重启抗血小板或口服抗凝药 物 治 疗 不 增 加 再 次 出 血 的 风 险［98，100－101］ 。,0,0,,
COAG2021_FACT_041,参 考 文 献,fact,血栓预防,［1］ 《中国血栓性疾病防治指南》专家委员会．中国血栓性疾病防治指南［J］．中华医学杂志，2018，98（36）：28612888．DOI：103760／cm,0,0,,
COAG2021_FACT_042,参 考 文 献,fact,脑出血|脑血管病|急诊处理|多学科协作,"［J］．Stroke，2013，44（2）：350355．DOI：101161／STROKEAHA．112．672303  
［7］ 中华医学会神经外科学分会",0,0,,
COAG2021_FACT_043,参 考 文 献,fact,其他,"arpa．20140170OA   
［16］ SolbeckS，OstrowskiSR，StensballeJ，etal．Thrombelastograp",0,0,,
COAG2021_FACT_044,参 考 文 献,fact,其他,"hemorrhage［J］．Neurology，2017，89（11）：11421151．DOI：101212／WNL．0000000000004362  
",0,0,,
COAG2021_FACT_045,参 考 文 献,fact,rFVIa,［46］ CorbonnoisG，MartinM，HacquardM，etal．Fondaparinuxreversalwith activated proth,0,0,,
COAG2021_FACT_046,参 考 文 献,fact,急诊处理,病中应用的专家共识［J］．中华急诊医学杂志，2018，27（2）：137140．DOI：10．3760／cma．j．issn．16710282．2018．0,0,0,,
COAG2021_FACT_047,参 考 文 献,fact,其他,haematologicalmanagementofmajorhaemorrhage［J］．BrHaematol，2015，170（6）：788803．DOI,0,0,,
COAG2021_FACT_048,参 考 文 献,fact,其他,"［J］．ClinNeurosci，2013，20（3）：349356．DOI：10．1016／j．jocn2012．09．005  
［89］ KanderT",0,0,,
COAG2021_FACT_049,参 考 文 献,fact,其他,［97］ WuL，LiY，WangX，etal．Asystematicreviewandmeta－analysisonthetreatmentofcerebra,0,0,,
