chunk_id,section,type,topic_tags,summary,已出题,题目数量,题目IDs,题目等级分布
GUIDE2021_FACT_066,Discussion,fact,脑出血,Two radiological safety outcomes unique to trials of hemostatic therapy for ICH …,0,0,,
GUIDE2021_FACT_067,Discussion,fact,脑出血,It is important to note that while the link between final intracranial hemorrhag…,0,0,,
GUIDE2021_FACT_068,Discussion,fact,脑出血,"35,40 There is a need to better understand the clinical significance of various …",0,0,,
GUIDE2021_FACT_069,Discussion,fact,其他,association between hemorrhage location and overall global functional outcome.,0,0,,
GUIDE2021_FACT_070,Discussion,fact,脑出血,Future studies evaluating hemostatic agents in patients with and without extrins…,0,0,,
GUIDE2021_FACT_071,Discussion,fact,rFVIa|脑出血,The Desmopressin for Reversal of Antiplatelet Drugs in Stroke Due to Haemorrhage…,0,0,,
GUIDE2021_FACT_072,Limitations,fact,其他,This consensus statement has limitations.,0,0,,
GUIDE2021_FACT_073,Conclusions,fact,其他,This consensus statement found that clinical trials of hemostatic therapy in int…,0,0,,
GUIDE2021_FACT_074,Conclusions,fact,其他,Corresponding Author: Stephan A.,0,0,,
GUIDE2021_FACT_075,Conclusions,fact,其他,"Author Affiliations: Departments of Neurology and Neurosurgery, Westchester Medi…",0,0,,
GUIDE2021_FACT_076,Conclusions,fact,其他,Author Contributions: Drs Mayer and Goldstein had full access to all of the data…,0,0,,
GUIDE2021_FACT_077,Conclusions,fact,其他,Conflict of Interest Disclosures: Dr Mayer reported serving as an independent sa…,0,0,,
GUIDE2021_FACT_078,Conclusions,fact,其他,Dr Kuppermann reported receiving grants from the National Institutes of Health f…,0,0,,
GUIDE2021_FACT_079,Conclusions,fact,其他,"Dr Goldstein reported receiving consulting fees from CSL Behring, Octapharma, Po…",0,0,,
GUIDE2021_FACT_080,CNS Bleeding/Neurosurgery Subgroup Members: See the Supplement.,fact,其他,Disclaimer: The content is solely the responsibility of the authors and does not…,0,0,,
GUIDE2021_FACT_081,CNS Bleeding/Neurosurgery Subgroup Members: See the Supplement.,fact,其他,Additional Contributions: We thank the members of the NHLBI Hemostasis Trials Ou…,0,0,,
GUIDE2021_FACT_082,REFERENCES,fact,其他,"Hemphill JC III, Greenberg SM, Anderson CS, et al; American Heart Association St…",0,0,,
GUIDE2021_FACT_083,REFERENCES,fact,其他,"Spinella PC, El Kassar N, Cap AP, et al; Hemostasis Trials Outcomes Working Grou…",0,0,,
GUIDE2021_FACT_084,REFERENCES,fact,其他,"Roh D, Boehme A, Young C, et al.",0,0,,
GUIDE2021_FACT_085,REFERENCES,fact,CTA|脑出血,"Broderick JP, Brott TG, Duldner JE, Tomsick T, Huster G.",0,0,,
GUIDE2021_FACT_086,REFERENCES,fact,其他,"Zimmerman RD, Maldjian JA, Brun NC, Horvath B, Skolnick BE.",0,0,,
GUIDE2021_FACT_087,REFERENCES,fact,ATACH-II,"Jadon S, Leary OP, Pan I, et al.",0,0,,
GUIDE2021_FACT_088,REFERENCES,fact,其他,"Freeman WD, Barrett KM, Bestic JM, Meschia JF, Broderick DF, Brott TG.",0,0,,
GUIDE2021_FACT_089,REFERENCES,fact,其他,"Webb AJ, Ullman NL, Mann S, Muschelli J, Awad IA, Hanley DF.",0,0,,
GUIDE2021_FACT_090,REFERENCES,fact,脑出血,"Christoforidis GA, Slivka A, Mohammad Y, Karakasis C, Avutu B, Yang M.",0,0,,
GUIDE2021_FACT_091,REFERENCES,fact,其他,"Steiner T, Juvela S, Unterberg A, Jung C, Forsting M, Rinkel G; European Stroke …",0,0,,
GUIDE2021_FACT_092,REFERENCES,fact,其他,"Mayer SA, Davis SM, Skolnick BE, et al; FAST trial investigators.",0,0,,
GUIDE2021_FACT_093,REFERENCES,fact,降压研究|斑点征|CTA|脑出血,"Anderson CS, Huang Y, Wang JG, et al; INTERACT Investigators.",0,0,,
GUIDE2021_FACT_094,REFERENCES,fact,STOP-AUST|斑点征,"Gladstone DJ, Aviv RI, Demchuk AM, et al; SPOTLIGHT and STOP-IT Investigators an…",0,0,,
GUIDE2021_FACT_095,REFERENCES,fact,其他,"Mayer SA, Brun NC, Begtrup K, et al; FAST Trial Investigators.",0,0,,
GUIDE2021_FACT_096,REFERENCES,fact,氨甲环酸|脑出血,"Sprigg N, Flaherty K, Appleton JP, et al; TICH-2 Investigators.",0,0,,
GUIDE2021_FACT_097,REFERENCES,fact,脑出血,"Al-Shahi Salman R, Frantzias J, Lee RJ, et al; VISTA-ICH Collaboration; ICH Grow…",0,0,,
GUIDE2021_FACT_098,REFERENCES,fact,其他,"Concha M, Cohen AT.",0,0,,
GUIDE2021_FACT_099,REFERENCES,fact,降压研究|HE预测,"Anderson CS, Heeley E, Huang Y, et al; INTERACT2 Investigators.",0,0,,
GUIDE2021_FACT_100,REFERENCES,fact,其他,"Boers AM, Zijlstra IA, Gathier CS, et al.",0,0,,
GUIDE2021_FACT_101,REFERENCES,fact,其他,"Flibotte JJ, Hagan N, O’Donnell J, Greenberg SM, Rosand J.",0,0,,
